"id","timestamp","age","sex","location","feedback"
"CS-2026-0206","2026-04-06 14:00:33",35,"Male","Grand Anse Praslin","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0207","2026-04-07 08:02:25",55,"Male","Bel Ombre","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0208","2026-04-07 13:30:21",40,"Male","Les Mamelles","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0209","2026-04-07 14:19:08",50,"Female","Grand Anse Praslin","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0210","2026-04-09 13:27:24",27,"Male","Au Cap","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0211","2026-04-09 13:19:40",27,"Male","Plaisance","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0212","2026-04-10 11:08:05",18,"Female","Pointe Larue","Very satisfied with the helpful staff and the fast, well-organised process. Highly appreciated."
"CS-2026-0213","2026-04-10 13:53:59",50,"Male","Cascade","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0214","2026-04-10 12:53:04",64,"Male","Baie Lazare","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0215","2026-04-13 14:33:01",60,"Male","Baie Sainte Anne","The staff were extremely rude and dismissive when I asked a simple question. Very disappointed."
"CS-2026-0216","2026-04-13 08:35:13",44,"Female","Bel Ombre","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0217","2026-04-13 10:52:33",23,"Female","La Riviere Anglaise","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0218","2026-04-13 15:32:19",35,"Female","Plaisance","I called ten times and each time I was put on hold and then disconnected. Utterly frustrating."
"CS-2026-0219","2026-04-13 12:14:20",36,"Female","Anse aux Pins","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0220","2026-04-14 11:19:26",60,"Male","Bel Air","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0221","2026-04-15 15:40:35",21,"Male","Takamaka","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0222","2026-04-15 14:49:44",38,"Female","Bel Air","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0223","2026-04-15 11:52:52",43,"Male","Cascade","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0224","2026-04-16 16:26:00",43,"Female","Roche Caiman","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0225","2026-04-16 13:05:23",42,"Female","Roche Caiman","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0226","2026-04-16 16:18:10",36,"Female","Bel Ombre","Thank you for the prompt and helpful assistance. The officer went out of their way to help me."
"CS-2026-0227","2026-04-17 10:04:41",18,"Male","Pointe Larue","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0228","2026-04-17 09:03:34",46,"Male","Les Mamelles","The staff were extremely rude and dismissive when I asked a simple question. Very disappointed."
"CS-2026-0229","2026-04-17 08:57:25",60,"Female","Beau Vallon","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0230","2026-04-20 14:51:17",23,"Male","Bel Air","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0231","2026-04-20 08:38:26",20,"Female","English River","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0232","2026-04-20 10:34:24",44,"Male","Cascade","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0233","2026-04-20 11:19:14",32,"Female","Cascade","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0234","2026-04-20 08:03:34",29,"Female","Anse Royale","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0235","2026-04-20 15:41:17",19,"Male","Beau Vallon","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0236","2026-04-20 10:06:11",44,"Male","Anse Etoile","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0237","2026-04-20 13:05:20",23,"Female","La Digue","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0238","2026-04-20 13:21:32",48,"Female","Anse Etoile","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0239","2026-04-20 08:29:16",61,"Female","Roche Caiman","I called ten times and each time I was put on hold and then disconnected. Utterly frustrating."
"CS-2026-0240","2026-04-20 08:30:46",40,"Male","Bel Ombre","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0241","2026-04-20 14:02:05",46,"Female","Anse Royale","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0242","2026-04-21 11:41:25",79,"Female","Anse Royale","The service was painfully slow and the staff seemed completely uninterested in helping anyone."
"CS-2026-0243","2026-04-23 15:56:07",18,"Male","Anse Etoile","Thank you for the prompt and helpful assistance. The officer went out of their way to help me."
"CS-2026-0244","2026-04-23 11:58:55",68,"Female","Roche Caiman","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0245","2026-04-23 08:22:43",72,"Female","La Riviere Anglaise","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0246","2026-04-23 10:41:02",45,"Female","Grand Anse Mahe","Impressed by the professionalism and courtesy of the officer who assisted me. Thank you very much."
"CS-2026-0247","2026-04-24 09:53:53",18,"Male","Roche Caiman","I felt completely ignored. The staff avoided eye contact and pretended not to see the queue growing."
"CS-2026-0248","2026-04-27 12:16:21",38,"Female","Grand Anse Mahe","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0249","2026-04-27 11:27:15",54,"Male","Anse Royale","The counter closed early without any notice while dozens of us were still waiting. Very poor service."
"CS-2026-0250","2026-04-27 16:18:05",40,"Male","Anse aux Pins","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0251","2026-04-27 12:08:45",21,"Male","Pointe Larue","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0252","2026-04-27 08:54:57",59,"Female","Saint Louis","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0253","2026-04-27 11:49:45",52,"Female","English River","The service was painfully slow and the staff seemed completely uninterested in helping anyone."
"CS-2026-0254","2026-04-27 08:41:23",54,"Female","Anse Etoile","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0255","2026-04-27 14:00:52",50,"Male","La Riviere Anglaise","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0256","2026-04-27 08:08:01",56,"Female","Cascade","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0257","2026-04-27 16:22:11",42,"Male","Pointe Larue","The whole process was needlessly complicated and no one was willing to explain anything."
"CS-2026-0258","2026-04-28 16:00:27",47,"Male","Bel Ombre","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0259","2026-04-28 11:59:08",46,"Female","Cascade","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0260","2026-04-29 09:03:30",46,"Male","La Digue","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0261","2026-04-29 08:43:00",38,"Male","Anse aux Pins","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0262","2026-04-29 11:30:23",70,"Male","Beau Vallon","Everything was handled efficiently and kindly. A genuinely positive and pleasant experience."
"CS-2026-0263","2026-04-29 09:03:04",74,"Female","Pointe Larue","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0264","2026-04-29 13:12:59",47,"Female","Roche Caiman","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0265","2026-04-30 15:34:45",84,"Male","Beau Vallon","Wonderful service today. Quick, friendly and professional. Thank you to the whole team."
"CS-2026-0266","2026-04-30 14:54:14",39,"Female","Mont Fleuri","I called ten times and each time I was put on hold and then disconnected. Utterly frustrating."
"CS-2026-0267","2026-04-30 09:09:42",45,"Male","La Riviere Anglaise","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0268","2026-04-30 10:02:33",34,"Male","Saint Louis","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0269","2026-05-01 16:16:27",32,"Male","Grand Anse Mahe","My complaint from last month was never even acknowledged. This office does not care about the public."
"CS-2026-0270","2026-05-04 08:43:37",28,"Male","Pointe Larue","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0271","2026-05-04 16:15:47",28,"Female","Les Mamelles","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0272","2026-05-04 12:15:22",18,"Female","Grand Anse Praslin","My complaint from last month was never even acknowledged. This office does not care about the public."
"CS-2026-0273","2026-05-04 09:46:51",32,"Male","Grand Anse Praslin","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0274","2026-05-04 13:28:17",63,"Female","Grand Anse Mahe","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0275","2026-05-04 10:26:26",35,"Male","Beau Vallon","The counter closed early without any notice while dozens of us were still waiting. Very poor service."
"CS-2026-0276","2026-05-04 12:02:53",43,"Male","Glacis","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0277","2026-05-04 14:20:24",46,"Male","La Riviere Anglaise","I am writing simply to confirm that my appointment was completed. Everything went as expected."
"CS-2026-0278","2026-05-05 13:00:11",37,"Female","Plaisance","Great experience overall. The queue moved smoothly and everyone was courteous and kind."
"CS-2026-0279","2026-05-05 09:35:49",53,"Male","Roche Caiman","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0280","2026-05-05 15:52:27",55,"Male","English River","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0281","2026-05-05 14:47:53",30,"Female","Beau Vallon","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0282","2026-05-05 11:48:38",26,"Female","Mont Fleuri","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0283","2026-05-06 15:47:37",22,"Male","Bel Air","The officer was patient and clearly explained everything. A pleasant and efficient experience."
"CS-2026-0284","2026-05-06 11:47:15",40,"Male","Bel Ombre","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0285","2026-05-07 15:52:38",44,"Female","Beau Vallon","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0286","2026-05-07 11:06:42",31,"Male","La Riviere Anglaise","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0287","2026-05-07 12:59:11",18,"Male","Saint Louis","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0288","2026-05-07 13:09:41",48,"Female","Grand Anse Praslin","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0289","2026-05-08 08:01:53",45,"Male","La Riviere Anglaise","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0290","2026-05-08 08:04:08",42,"Female","Glacis","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0291","2026-05-11 16:00:27",39,"Female","Anse aux Pins","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0292","2026-05-11 14:46:43",65,"Male","Baie Lazare","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0293","2026-05-11 15:03:50",59,"Female","Pointe Larue","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0294","2026-05-11 12:41:45",51,"Male","Anse Etoile","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0295","2026-05-11 14:02:27",67,"Female","English River","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0296","2026-05-11 11:53:26",36,"Female","Mont Buxton","The staff were extremely rude and dismissive when I asked a simple question. Very disappointed."
"CS-2026-0297","2026-05-11 13:48:08",41,"Female","Port Glaud","Everything was handled efficiently and kindly. A genuinely positive and pleasant experience."
"CS-2026-0298","2026-05-11 13:56:49",35,"Male","Plaisance","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0299","2026-05-11 14:12:51",27,"Female","Anse aux Pins","The whole process was needlessly complicated and no one was willing to explain anything."
"CS-2026-0300","2026-05-11 12:32:14",18,"Male","Grand Anse Praslin","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0301","2026-05-12 15:40:45",19,"Female","Anse aux Pins","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0302","2026-05-12 11:38:08",48,"Female","Anse aux Pins","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0303","2026-05-13 12:16:17",32,"Male","Plaisance","The service was painfully slow and the staff seemed completely uninterested in helping anyone."
"CS-2026-0304","2026-05-13 11:48:52",29,"Female","Saint Louis","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0305","2026-05-14 11:30:36",52,"Male","Anse Etoile","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0306","2026-05-15 13:40:44",56,"Female","English River","I am writing simply to confirm that my appointment was completed. Everything went as expected."
"CS-2026-0307","2026-05-15 13:41:07",67,"Male","Bel Ombre","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0308","2026-05-15 12:37:04",43,"Female","Grand Anse Praslin","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0309","2026-05-15 15:44:02",47,"Female","La Digue","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0310","2026-05-18 08:29:06",65,"Male","Bel Air","The front desk was welcoming and my paperwork was processed without any delay. Excellent job."
"CS-2026-0311","2026-05-18 15:49:32",36,"Female","Mont Fleuri","My appointment was cancelled last minute with no explanation and no apology. Terrible customer care."
"CS-2026-0312","2026-05-18 14:43:26",59,"Male","Anse Royale","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0313","2026-05-18 10:18:26",51,"Female","English River","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0314","2026-05-18 14:28:20",23,"Female","Mont Buxton","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0315","2026-05-19 10:01:03",40,"Male","Mont Fleuri","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0316","2026-05-19 14:16:20",51,"Female","Takamaka","The online system kept crashing and the help desk simply told me to try again later. Useless."
"CS-2026-0317","2026-05-19 11:23:04",33,"Female","Les Mamelles","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0318","2026-05-21 12:28:44",69,"Female","Saint Louis","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0319","2026-05-22 16:04:56",26,"Male","Pointe Larue","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0320","2026-05-22 14:10:32",29,"Female","Mont Buxton","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0321","2026-05-22 16:16:25",49,"Female","Mont Fleuri","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0322","2026-05-22 12:15:47",41,"Male","Grand Anse Praslin","Everything was handled efficiently and kindly. A genuinely positive and pleasant experience."
"CS-2026-0323","2026-05-22 11:51:13",39,"Male","La Riviere Anglaise","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0324","2026-05-25 11:28:45",23,"Male","Grand Anse Praslin","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0325","2026-05-25 12:35:45",31,"Female","Glacis","The staff were friendly and helpful, and my request was handled quickly. Excellent service, thank you!"
"CS-2026-0326","2026-05-25 12:38:25",42,"Female","Bel Ombre","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0327","2026-05-25 12:28:43",46,"Male","English River","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0328","2026-05-25 14:22:11",37,"Male","Anse Boileau","My complaint from last month was never even acknowledged. This office does not care about the public."
"CS-2026-0329","2026-05-25 10:02:59",46,"Female","Roche Caiman","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0330","2026-05-25 10:57:53",41,"Female","Baie Sainte Anne","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0331","2026-05-25 14:43:04",60,"Female","Plaisance","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0332","2026-05-25 12:30:24",52,"Male","English River","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0333","2026-05-26 08:20:48",43,"Female","Anse Royale","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0334","2026-05-27 14:39:07",49,"Female","Anse Boileau","I was pleasantly surprised by how efficient and professional the officer was. Very satisfied."
"CS-2026-0335","2026-05-27 16:20:59",51,"Female","Pointe Larue","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0336","2026-05-28 13:18:54",23,"Male","Roche Caiman","The staff were friendly and helpful, and my request was handled quickly. Excellent service, thank you!"
"CS-2026-0337","2026-05-29 09:03:30",36,"Female","Pointe Larue","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0338","2026-05-29 09:30:45",33,"Female","Takamaka","My complaint from last month was never even acknowledged. This office does not care about the public."
"CS-2026-0339","2026-05-29 13:28:44",43,"Female","Mont Buxton","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0340","2026-05-29 13:06:31",51,"Male","Anse aux Pins","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0341","2026-05-29 10:37:57",43,"Male","Takamaka","I felt completely ignored. The staff avoided eye contact and pretended not to see the queue growing."
"CS-2026-0342","2026-05-29 10:03:56",60,"Female","La Riviere Anglaise","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0343","2026-05-29 10:13:19",46,"Female","Les Mamelles","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0344","2026-06-01 13:51:48",18,"Male","Cascade","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0345","2026-06-01 13:23:37",36,"Female","Baie Lazare","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0346","2026-06-01 09:45:04",43,"Female","Takamaka","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0347","2026-06-01 14:47:53",47,"Male","Anse Royale","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0348","2026-06-01 13:28:59",63,"Female","Plaisance","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0349","2026-06-01 15:02:44",50,"Female","Anse aux Pins","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0350","2026-06-01 08:51:47",56,"Female","Bel Air","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0351","2026-06-01 12:18:34",41,"Male","Au Cap","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0352","2026-06-01 14:47:03",57,"Female","La Digue","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0353","2026-06-01 12:19:27",36,"Female","La Riviere Anglaise","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0354","2026-06-01 12:18:48",40,"Female","La Digue","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0355","2026-06-01 08:03:48",28,"Male","Cascade","After queueing for two hours I was told I was in the wrong line. Nobody bothered to inform us earlier."
"CS-2026-0356","2026-06-02 13:29:48",56,"Female","Anse aux Pins","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0357","2026-06-02 13:26:30",44,"Female","Glacis","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0358","2026-06-02 08:50:01",42,"Male","English River","After queueing for two hours I was told I was in the wrong line. Nobody bothered to inform us earlier."
"CS-2026-0359","2026-06-02 09:36:19",27,"Female","Port Glaud","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0360","2026-06-02 13:37:00",40,"Male","Port Glaud","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0361","2026-06-04 08:49:03",45,"Female","Mont Fleuri","Staff were chatting among themselves and ignored the long line of people waiting. Unprofessional."
"CS-2026-0362","2026-06-04 13:14:30",40,"Female","Baie Sainte Anne","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0363","2026-06-04 11:34:02",39,"Male","Anse Etoile","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0364","2026-06-04 13:11:44",33,"Female","English River","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0365","2026-06-04 12:26:50",30,"Female","Roche Caiman","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0366","2026-06-04 15:13:35",35,"Female","Bel Ombre","The online system kept crashing and the help desk simply told me to try again later. Useless."
"CS-2026-0367","2026-06-05 12:56:28",35,"Male","Bel Air","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0368","2026-06-05 08:34:55",39,"Female","Takamaka","Staff were chatting among themselves and ignored the long line of people waiting. Unprofessional."
"CS-2026-0369","2026-06-08 11:05:59",34,"Male","Saint Louis","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0370","2026-06-08 10:47:48",24,"Male","Mont Buxton","The whole process was needlessly complicated and no one was willing to explain anything."
"CS-2026-0371","2026-06-08 15:39:18",25,"Male","Anse Etoile","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0372","2026-06-08 12:50:41",27,"Male","Anse Royale","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0373","2026-06-08 13:56:42",63,"Male","Grand Anse Praslin","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0374","2026-06-08 13:27:52",53,"Male","Mont Fleuri","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0375","2026-06-08 08:49:08",55,"Male","Anse Etoile","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0376","2026-06-08 12:01:16",18,"Female","Saint Louis","The counter closed early without any notice while dozens of us were still waiting. Very poor service."
"CS-2026-0377","2026-06-08 14:13:53",33,"Female","Takamaka","The officer was patient and clearly explained everything. A pleasant and efficient experience."
"CS-2026-0378","2026-06-08 11:32:10",34,"Female","Anse Etoile","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0379","2026-06-08 13:01:04",35,"Female","Anse Royale","After queueing for two hours I was told I was in the wrong line. Nobody bothered to inform us earlier."
"CS-2026-0380","2026-06-08 15:46:05",52,"Female","English River","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0381","2026-06-09 08:59:55",31,"Female","Baie Lazare","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0382","2026-06-09 10:06:49",39,"Male","Roche Caiman","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0383","2026-06-09 15:36:03",50,"Female","La Riviere Anglaise","My appointment was cancelled last minute with no explanation and no apology. Terrible customer care."
"CS-2026-0384","2026-06-09 08:15:19",18,"Male","Grand Anse Praslin","My appointment was cancelled last minute with no explanation and no apology. Terrible customer care."
"CS-2026-0385","2026-06-09 16:29:33",25,"Female","Les Mamelles","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0386","2026-06-09 08:05:18",32,"Female","La Digue","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0387","2026-06-09 12:43:39",53,"Male","Les Mamelles","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0388","2026-06-10 13:51:53",29,"Female","Pointe Larue","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0389","2026-06-10 13:40:31",47,"Female","Takamaka","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0390","2026-06-10 08:41:47",47,"Male","Takamaka","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0391","2026-06-11 10:36:21",21,"Female","Baie Lazare","The staff were extremely rude and dismissive when I asked a simple question. Very disappointed."
"CS-2026-0392","2026-06-11 10:16:19",51,"Female","Saint Louis","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0393","2026-06-11 14:29:04",23,"Male","Takamaka","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0394","2026-06-12 15:10:40",28,"Male","Port Glaud","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0395","2026-06-12 08:58:00",29,"Male","Baie Lazare","I was given three different answers by three different officers. Nobody knows what they are doing here."
"CS-2026-0396","2026-06-15 09:59:09",36,"Female","Baie Lazare","I am writing simply to confirm that my appointment was completed. Everything went as expected."
"CS-2026-0397","2026-06-15 08:00:31",43,"Female","Anse Etoile","Wonderful service today. Quick, friendly and professional. Thank you to the whole team."
"CS-2026-0398","2026-06-16 13:37:31",33,"Female","Anse Etoile","The staff were friendly and helpful, and my request was handled quickly. Excellent service, thank you!"
"CS-2026-0399","2026-06-16 08:18:36",30,"Male","Anse aux Pins","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0400","2026-06-16 15:37:15",34,"Male","Glacis","The service was smooth and the staff were polite and well organised. I appreciate the good work."
"CS-2026-0401","2026-06-16 09:10:16",28,"Male","Anse Royale","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0402","2026-06-16 11:38:34",49,"Male","Au Cap","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0403","2026-06-16 11:43:34",66,"Male","Anse Etoile","I just wanted to note the time and location of my visit for my own records. No issue to report."
"CS-2026-0404","2026-06-17 12:00:12",35,"Female","Mont Fleuri","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0405","2026-06-17 15:25:10",50,"Female","Anse Etoile","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0406","2026-06-17 16:14:30",44,"Female","Takamaka","The front desk was welcoming and my paperwork was processed without any delay. Excellent job."
"CS-2026-0407","2026-06-17 12:04:22",50,"Female","Beau Vallon","Wonderful service today. Quick, friendly and professional. Thank you to the whole team."
"CS-2026-0408","2026-06-18 12:09:01",55,"Male","Anse Etoile","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0409","2026-06-19 11:41:04",48,"Female","Port Glaud","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0410","2026-06-19 11:26:21",21,"Male","Cascade","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0411","2026-06-19 09:09:40",54,"Female","Glacis","I was given three different answers by three different officers. Nobody knows what they are doing here."
